user_nickname, title, likes, not_likes, publish_date, url, views
ywallace,West_Indian_cricket_team_in_Bangladesh_in_2017-18,1521,9808,2024-07-17,https://en.wikipedia.org/wiki/West_Indian_cricket_team_in_Bangladesh_in_2017-18,11329.0
robertsjustin,Devraj_sanyal,3581,5812,2023-01-20,https://en.wikipedia.org/wiki/Devraj_sanyal,9393.0
williamskatherine,1998-99_New_Jersey_Devils_season,8243,2675,2025-08-25,https://en.wikipedia.org/wiki/1998-99_New_Jersey_Devils_season,
kenneth17,MYCL1,5596,6430,2021-05-11,https://en.wikipedia.org/wiki/MYCL1,12026.0
briantaylor,Freimanis,7915,6348,2025-09-07,,14263.0
sergioturner,Dappled_monarch,5655,5301,2022-12-15,https://en.wikipedia.org/wiki/Dappled_monarch,10956.0
ballardchristina,Point-coincidence_argument,4556,9789,2024-06-04,https://en.wikipedia.org/wiki/Point-coincidence_argument,14345.0
pamela14,WEYW-LP,3336,4705,2021-09-13,https://en.wikipedia.org/wiki/WEYW-LP,8041.0
hendersoncristian,Guillermo_Bonilla,6130,2961,2024-10-03,https://en.wikipedia.org/wiki/Guillermo_Bonilla,9091.0
wrivera,Conrad_Lycosthenes,3315,3217,2024-04-17,https://en.wikipedia.org/wiki/Conrad_Lycosthenes,6532.0
reednatasha,Bhandit_Thongdee,8142,4544,2023-04-12,https://en.wikipedia.org/wiki/Bhandit_Thongdee,12686.0
mathewssamuel,Arkansas_Review,8387,5362,2025-02-20,https://en.wikipedia.org/wiki/Arkansas_Review,13749.0
alvinmorgan,D._Mony,3678,1303,2021-06-04,https://en.wikipedia.org/wiki/D._Mony,4981.0
salinasrussell,Dual_Numbers,9262,9858,2023-01-05,https://en.wikipedia.org/wiki/Dual_Numbers,19120.0
jesseguerrero,Ditton_Castle,5410,3124,2022-01-18,https://en.wikipedia.org/wiki/Ditton_Castle,8534.0
lisanichols,Conrad_Khunrath,6275,6550,2022-07-25,https://en.wikipedia.org/wiki/Conrad_Khunrath,12825.0
masseyeileen,2012_6_Hours_of_Castellet,5256,4994,2022-10-19,https://en.wikipedia.org/wiki/2012_6_Hours_of_Castellet,10250.0
angelicaallen,James_Sutton_(actor),4078,9568,2024-12-08,https://en.wikipedia.org/wiki/James_Sutton_(actor),
davemcdaniel,1973_AHS,6110,5198,2024-02-17,https://en.wikipedia.org/wiki/1973_AHS,11308.0
andrewwilliams,Sporting_Pro,2669,2377,2022-07-26,https://en.wikipedia.org/wiki/Sporting_Pro,5046.0
millerphyllis,Maass_form,4911,5569,2023-12-01,https://en.wikipedia.org/wiki/Maass_form,10480.0
donnarivera,Yoshitsune_Shin_Takadachi,8978,3890,2024-11-30,https://en.wikipedia.org/wiki/Yoshitsune_Shin_Takadachi,12868.0
staceyroy,Albert_Victor_Alexander,2275,3255,2023-02-08,https://en.wikipedia.org/wiki/Albert_Victor_Alexander,5530.0
martinpaul,Cleftbelly_kingfish,1251,6577,2022-02-12,https://en.wikipedia.org/wiki/Cleftbelly_kingfish,7828.0
alisonharris,Protein_malnutrition,7495,2017,2025-10-20,https://en.wikipedia.org/wiki/Protein_malnutrition,
wlane,Cindy_Haug,7796,2096,2023-05-14,https://en.wikipedia.org/wiki/Cindy_Haug,9892.0
anitasanchez,R._W._Chambers,3064,3581,2021-03-27,https://en.wikipedia.org/wiki/R._W._Chambers,6645.0
hamptonrobert,Dick_Burrows,4107,3995,2023-03-28,https://en.wikipedia.org/wiki/Dick_Burrows,8102.0
kristen06,Zvartnots_AAL,3877,4421,2022-07-22,https://en.wikipedia.org/wiki/Zvartnots_AAL,8298.0
joseph67,Shiquan,9475,5070,2021-12-29,https://en.wikipedia.org/wiki/Shiquan,14545.0
william42,"Jafarabad,_Ferdows",5108,3118,2024-02-03,"https://en.wikipedia.org/wiki/Jafarabad,_Ferdows",
agrimes,Rat_Trick,2623,1163,2025-02-16,https://en.wikipedia.org/wiki/Rat_Trick,
sandersmichael,United_Nations_Security_Council_Resolution_1128,6015,4117,2023-01-11,,10132.0
wroberson,1894_in_the_United_Kingdom,9496,6074,2023-09-06,https://en.wikipedia.org/wiki/1894_in_the_United_Kingdom,15570.0
leefrank,Gopsall,7257,5626,2025-04-17,https://en.wikipedia.org/wiki/Gopsall,12883.0
lhayes,Riddovydrin,3204,4998,2022-01-09,https://en.wikipedia.org/wiki/Riddovydrin,8202.0
amyortega,Andal_Ampatuan_Sr.,6842,3182,2022-08-24,https://en.wikipedia.org/wiki/Andal_Ampatuan_Sr.,
eroman,Unordered_list,9506,1622,2024-09-09,https://en.wikipedia.org/wiki/Unordered_list,
kelly11,Mount_Buke_Levu,5055,4951,2024-01-21,https://en.wikipedia.org/wiki/Mount_Buke_Levu,10006.0
melissa43,The_Naked_Gun_21/2,4414,2504,2023-04-05,https://en.wikipedia.org/wiki/The_Naked_Gun_21/2,6918.0
lhayes,Ernst_von_Bayern,3561,7857,2024-10-06,https://en.wikipedia.org/wiki/Ernst_von_Bayern,11418.0
stacey29,Fearless_Vampire_Killers,9842,5602,2022-08-26,https://en.wikipedia.org/wiki/Fearless_Vampire_Killers,15444.0
edwardsjoshua,Judged_By_Your_Work_Party,5822,2706,2025-04-17,https://en.wikipedia.org/wiki/Judged_By_Your_Work_Party,8528.0
zjames,Lithuanian_Civil_War_(1389-92),2920,9077,2025-10-22,https://en.wikipedia.org/wiki/Lithuanian_Civil_War_(1389-92),11997.0
lisanichols,Avare,6789,8252,2021-06-28,https://en.wikipedia.org/wiki/Avare,15041.0
hansenbrittany,Quizas,7199,7464,2023-07-06,https://en.wikipedia.org/wiki/Quizas,
erika18,"Lesniczowka,_Siedlce_County",3648,1664,2023-04-08,"https://en.wikipedia.org/wiki/Lesniczowka,_Siedlce_County",5312.0
petersallison,MacBook_(Retina),9159,6163,2023-09-04,https://en.wikipedia.org/wiki/MacBook_(Retina),
courtneyhayes,Fine-Pix_A350,1643,3808,2023-11-23,https://en.wikipedia.org/wiki/Fine-Pix_A350,5451.0
melissa43,Acosmeryx,9315,1805,2021-05-18,https://en.wikipedia.org/wiki/Acosmeryx,11120.0
carrterri,Urumbilum_River,5861,6664,2024-11-19,https://en.wikipedia.org/wiki/Urumbilum_River,12525.0
padillajeremy,Oestrovis,3241,1119,2024-04-01,https://en.wikipedia.org/wiki/Oestrovis,4360.0
justindiaz,Jesuit_College_at_St_Omer,6708,3010,2025-04-11,https://en.wikipedia.org/wiki/Jesuit_College_at_St_Omer,
johnroberts,Isomil,3654,2024,2022-01-17,https://en.wikipedia.org/wiki/Isomil,5678.0
stevenbaker,I_Saw_the_Figure_5_in_Gold,9055,4964,2025-03-17,https://en.wikipedia.org/wiki/I_Saw_the_Figure_5_in_Gold,14019.0
hdavis,Doppler_Effect,3643,3774,2021-02-26,https://en.wikipedia.org/wiki/Doppler_Effect,7417.0
penamichael,Kamboja-Pala_Dynasty,6483,9259,2021-04-27,https://en.wikipedia.org/wiki/Kamboja-Pala_Dynasty,15742.0
harrisonsuzanne,"U.S._Post_Office_(Riverhead,_New_York)",3047,2299,2020-12-06,"https://en.wikipedia.org/wiki/U.S._Post_Office_(Riverhead,_New_York)",5346.0
sgonzalez,The_Star_Chamber,5647,2675,2020-12-31,https://en.wikipedia.org/wiki/The_Star_Chamber,8322.0
petersonkathy,James_Mason_(disambiguation),5594,6019,2025-09-03,https://en.wikipedia.org/wiki/James_Mason_(disambiguation),
michelleolson,Carisbrooke_Castle,7101,5018,2024-08-30,https://en.wikipedia.org/wiki/Carisbrooke_Castle,12119.0
derekgarner,Terry_Kelly_(hurler),7305,4956,2021-11-05,https://en.wikipedia.org/wiki/Terry_Kelly_(hurler),
jennifer39,Marcq_En_Baroeul,7689,4233,2023-12-18,https://en.wikipedia.org/wiki/Marcq_En_Baroeul,
iwhite,Team_CSC,1231,5777,2021-12-08,https://en.wikipedia.org/wiki/Team_CSC,7008.0
smithhannah,Yeh_I-wei,5123,6578,2021-06-13,https://en.wikipedia.org/wiki/Yeh_I-wei,11701.0
barrondaniel,Qypchaqs,9881,3489,2021-05-04,https://en.wikipedia.org/wiki/Qypchaqs,13370.0
steven22,Atibadi_Jagannath_Das_Samman,7176,1295,2021-01-19,https://en.wikipedia.org/wiki/Atibadi_Jagannath_Das_Samman,8471.0
cole20,Consumer_needs,4148,4871,2024-10-03,,9019.0
hedwards,3284_BC,4096,8439,2025-05-12,https://en.wikipedia.org/wiki/3284_BC,12535.0
lauralamb,Jeana_Varnell,8760,5848,2025-08-21,https://en.wikipedia.org/wiki/Jeana_Varnell,14608.0
beardfrancis,A430_road,7081,1300,2022-07-01,https://en.wikipedia.org/wiki/A430_road,8381.0
mark22,Zaharaddeen_Bello,2354,6678,2021-05-24,https://en.wikipedia.org/wiki/Zaharaddeen_Bello,9032.0
katrina98,Jezebel.com,3440,4743,2024-08-14,https://en.wikipedia.org/wiki/Jezebel.com,8183.0
bmckee,Leonid_Aleksandrovich_Vesnin,4944,7627,2023-03-15,https://en.wikipedia.org/wiki/Leonid_Aleksandrovich_Vesnin,12571.0
courtney25,Guanghua_Temple_(Beijing),8433,6243,2021-11-18,https://en.wikipedia.org/wiki/Guanghua_Temple_(Beijing),
stephanie45,Ko_Sukorn,9459,3209,2025-10-23,https://en.wikipedia.org/wiki/Ko_Sukorn,12668.0
gwashington,"Berwick_and_East_Lothian_by-election,_1978",7088,2146,2023-08-26,"https://en.wikipedia.org/wiki/Berwick_and_East_Lothian_by-election,_1978",9234.0
xthompson,Bibliography_of_New_York_(state),6396,9264,2023-04-27,https://en.wikipedia.org/wiki/Bibliography_of_New_York_(state),15660.0
breanna78,"Daggar,_Pakistan",6104,3199,2025-05-22,"https://en.wikipedia.org/wiki/Daggar,_Pakistan",9303.0
matthewjackson,LGB,9421,9925,2025-06-26,https://en.wikipedia.org/wiki/LGB,
mmartin,Claire_Coombs,3507,4725,2025-01-11,https://en.wikipedia.org/wiki/Claire_Coombs,8232.0
oliverjason,Cat_trash,4954,8627,2023-03-23,https://en.wikipedia.org/wiki/Cat_trash,13581.0
alexandramiller,Dead_Zone_(Dragon_Ball_Z_film),2004,9113,2023-07-25,https://en.wikipedia.org/wiki/Dead_Zone_(Dragon_Ball_Z_film),11117.0
rebeccabecker,Auburn_(turkey),7936,1784,2025-04-04,https://en.wikipedia.org/wiki/Auburn_(turkey),9720.0
justindiaz,Dugald_Sutherland_MacColl,9244,2377,2022-02-24,https://en.wikipedia.org/wiki/Dugald_Sutherland_MacColl,11621.0
mflores,Bird_spider,7134,9786,2021-06-02,https://en.wikipedia.org/wiki/Bird_spider,16920.0
lespinoza,Jitin_Prasada,9680,3824,2021-03-16,https://en.wikipedia.org/wiki/Jitin_Prasada,13504.0
richard01,2002_Slovak_Figure_Skating_Championships,9804,5777,2022-02-20,,15581.0
millerphyllis,"Guernewood_Park,_California",3084,7754,2025-07-06,"https://en.wikipedia.org/wiki/Guernewood_Park,_California",10838.0
aaronpage,Nokkakivi,3561,5875,2022-06-05,https://en.wikipedia.org/wiki/Nokkakivi,9436.0
ucruz,Cleveland_Short_Line_Railway,6054,5985,2022-03-27,https://en.wikipedia.org/wiki/Cleveland_Short_Line_Railway,12039.0
qgreen,"Tacoma_mayoral_election,_2009",4752,9667,2024-05-31,"https://en.wikipedia.org/wiki/Tacoma_mayoral_election,_2009",14419.0
hicksamber,David_Hunter_McAlpin,7982,1976,2021-02-03,https://en.wikipedia.org/wiki/David_Hunter_McAlpin,9958.0
david27,Tomorrow_Waltz,3097,7577,2023-03-19,https://en.wikipedia.org/wiki/Tomorrow_Waltz,10674.0
robertskevin,Gray_Redhorse,3026,1384,2024-11-03,https://en.wikipedia.org/wiki/Gray_Redhorse,
briantaylor,F15599,9455,9812,2021-04-12,https://en.wikipedia.org/wiki/F15599,19267.0
mccartymichael,Matt_Evans_(rugby_union),6504,9351,2021-09-26,,
dustin84,South_bridge,9143,9332,2023-08-09,https://en.wikipedia.org/wiki/South_bridge,
brianna34,The_Junior_Pen,3814,4248,2021-05-11,https://en.wikipedia.org/wiki/The_Junior_Pen,
lauralamb,O._Arthur_Kirkman_House_and_Outbuildings,3827,9286,2023-11-27,https://en.wikipedia.org/wiki/O._Arthur_Kirkman_House_and_Outbuildings,13113.0
robertskevin,Vranovice_(disambiguation),5167,2724,2025-02-19,https://en.wikipedia.org/wiki/Vranovice_(disambiguation),
angelicaallen,Takasahimadaira_Station,1921,9436,2022-10-29,https://en.wikipedia.org/wiki/Takasahimadaira_Station,
david02,B_Boy_(disambiguation),3187,8233,2023-12-20,https://en.wikipedia.org/wiki/B_Boy_(disambiguation),11420.0
sarah24,"Smith,_Cam",8821,3338,2023-03-27,"https://en.wikipedia.org/wiki/Smith,_Cam",12159.0
mark22,Nanny_berry,6966,5021,2023-04-08,https://en.wikipedia.org/wiki/Nanny_berry,
prichards,Barbuti,6069,1379,2021-06-29,https://en.wikipedia.org/wiki/Barbuti,7448.0
theresaalexander,Document_Classification,4988,7301,2022-07-03,https://en.wikipedia.org/wiki/Document_Classification,12289.0
olivererika,Defence_of_India_act_1915,5967,5056,2022-03-20,,11023.0
ralph43,Placido_de_Castro_Futebol_Club,1213,7043,2022-10-22,https://en.wikipedia.org/wiki/Placido_de_Castro_Futebol_Club,8256.0
karen20,De-Javu,1781,3557,2024-01-22,https://en.wikipedia.org/wiki/De-Javu,5338.0
toni90,Julia_(butterfly),5185,2439,2021-12-28,https://en.wikipedia.org/wiki/Julia_(butterfly),7624.0
wrightstephanie,Russian_visual_arts,6179,1687,2024-06-09,https://en.wikipedia.org/wiki/Russian_visual_arts,
ramirezjeffrey,Megatech_International,3528,1699,2021-08-30,https://en.wikipedia.org/wiki/Megatech_International,5227.0
gnorris,Modulo,3956,6496,2020-11-18,https://en.wikipedia.org/wiki/Modulo,10452.0
mirandahuerta,Jane_Powell,2530,6089,2025-03-05,https://en.wikipedia.org/wiki/Jane_Powell,8619.0
nwolfe,Boeswarthia_oberleella,4747,4510,2023-11-02,https://en.wikipedia.org/wiki/Boeswarthia_oberleella,9257.0
hicksbradley,List_of_cities_in_Rwanda,5183,2173,2024-12-01,https://en.wikipedia.org/wiki/List_of_cities_in_Rwanda,
qgreen,DOS_8.0,1574,7971,2025-08-20,,9545.0
briangomez,Hemitonia,8345,8490,2022-01-17,https://en.wikipedia.org/wiki/Hemitonia,16835.0
taylorprice,Undulose,2170,3528,2022-09-11,https://en.wikipedia.org/wiki/Undulose,5698.0
natalie18,Stationary,2778,3362,2023-11-04,https://en.wikipedia.org/wiki/Stationary,6140.0
uwilcox,Resolution_3379,1332,7325,2021-05-21,https://en.wikipedia.org/wiki/Resolution_3379,
lisanichols,Killings_by_law_enforcement_officers,6676,4496,2024-03-08,https://en.wikipedia.org/wiki/Killings_by_law_enforcement_officers,11172.0
patriciasmith,Euro_pride,1387,4090,2021-01-06,https://en.wikipedia.org/wiki/Euro_pride,5477.0
valerie70,Attalia,5914,4268,2025-06-07,https://en.wikipedia.org/wiki/Attalia,10182.0
rivasantonio,Onnum_Onnum_Moonu,5174,6577,2022-07-03,https://en.wikipedia.org/wiki/Onnum_Onnum_Moonu,11751.0
elijahfarley,Mobile_killing_units,9176,9648,2022-02-08,https://en.wikipedia.org/wiki/Mobile_killing_units,18824.0
matthewarnold,F.E.A.R._Combat,1888,3269,2022-12-03,https://en.wikipedia.org/wiki/F.E.A.R._Combat,5157.0
carlsongerald,Chalcedonian,3859,3587,2024-11-02,https://en.wikipedia.org/wiki/Chalcedonian,7446.0
jessica18,Ammonia_Avenue,2896,1430,2022-10-03,https://en.wikipedia.org/wiki/Ammonia_Avenue,4326.0
nwolfe,Ivan_De_Jesus_Jr.,8669,2997,2022-01-16,https://en.wikipedia.org/wiki/Ivan_De_Jesus_Jr.,
nicole89,Trematidae,2683,7692,2022-11-07,https://en.wikipedia.org/wiki/Trematidae,10375.0
brianna34,Zombie_Holocaust,9292,1962,2022-05-19,https://en.wikipedia.org/wiki/Zombie_Holocaust,11254.0
stefanie09,Bantu_Kavirondo,5017,8048,2023-08-16,https://en.wikipedia.org/wiki/Bantu_Kavirondo,13065.0
paceashley,Koganesawa_Station,5245,5485,2025-02-19,https://en.wikipedia.org/wiki/Koganesawa_Station,10730.0
laurenjames,Jia-Le-Fu_Night_Market,5880,7995,2023-07-19,https://en.wikipedia.org/wiki/Jia-Le-Fu_Night_Market,13875.0
cohencindy,Bang!_(drama_game),8053,3313,2024-01-23,https://en.wikipedia.org/wiki/Bang!_(drama_game),11366.0
elijahfarley,Ponticulus_posticus,7324,5069,2025-03-29,https://en.wikipedia.org/wiki/Ponticulus_posticus,12393.0
rickyrice,Binomina,8147,7475,2025-04-07,https://en.wikipedia.org/wiki/Binomina,
carlosmurphy,Chateau_de_la_Faye_(Saint-Sulpice-de-Mareuil),9947,1923,2022-03-25,https://en.wikipedia.org/wiki/Chateau_de_la_Faye_(Saint-Sulpice-de-Mareuil),11870.0
smithdennis,Thomas_W._Malone,4290,6001,2025-05-23,https://en.wikipedia.org/wiki/Thomas_W._Malone,
pgreene,Diggle_railway_station,1353,6785,2025-07-15,https://en.wikipedia.org/wiki/Diggle_railway_station,8138.0
haleybarrett,137th_Air_Refueling_Wing,4262,5164,2025-01-03,https://en.wikipedia.org/wiki/137th_Air_Refueling_Wing,9426.0
richard57,Mowtowr-e_Bulan_Zehi_Kach,5998,3269,2023-07-14,https://en.wikipedia.org/wiki/Mowtowr-e_Bulan_Zehi_Kach,9267.0
mathewssamuel,Unione_Naziunale,9960,9719,2024-12-31,https://en.wikipedia.org/wiki/Unione_Naziunale,19679.0
donnanelson,History_of_Zhlobin,5093,9889,2021-10-23,https://en.wikipedia.org/wiki/History_of_Zhlobin,14982.0
ychavez,Legiao_Futebol_Clube,9904,4261,2021-08-01,https://en.wikipedia.org/wiki/Legiao_Futebol_Clube,14165.0
karen20,Glyphidocera_audax,4505,4616,2023-04-07,,9121.0
kari73,Benno_C._Schmidt_Sr.,3545,6227,2024-09-24,https://en.wikipedia.org/wiki/Benno_C._Schmidt_Sr.,9772.0
virginiaroberts,Ngajanji,9304,4115,2021-09-05,https://en.wikipedia.org/wiki/Ngajanji,13419.0
jasonhurley,Atapaka,1884,4946,2025-06-02,https://en.wikipedia.org/wiki/Atapaka,6830.0
lopezamanda,Setsuzo,8595,5475,2023-10-21,,
mwoods,Valencian_Nationalist_Party,6155,3231,2021-08-27,https://en.wikipedia.org/wiki/Valencian_Nationalist_Party,9386.0
jmckenzie,Trade_Secret,4330,1244,2024-12-16,https://en.wikipedia.org/wiki/Trade_Secret,5574.0
jonathansanders,Ogk-3,3463,7646,2025-01-21,https://en.wikipedia.org/wiki/Ogk-3,11109.0
adampotts,Christo_Dako,5204,4302,2023-07-08,,9506.0
michelle96,Bengal_spaghetti_eel,6795,9685,2023-05-19,,
cbrown,EEPROM,7763,9545,2022-07-15,https://en.wikipedia.org/wiki/EEPROM,17308.0
robert48,Simmias_of_Rhodes,6091,3076,2025-08-12,https://en.wikipedia.org/wiki/Simmias_of_Rhodes,9167.0
karenwilliams,Laminaria,8027,7071,2023-11-14,https://en.wikipedia.org/wiki/Laminaria,15098.0
wilsondavid,Magusa_Tuerk_Guecue_SK,9653,4168,2022-01-22,https://en.wikipedia.org/wiki/Magusa_Tuerk_Guecue_SK,13821.0
vanessamartin,Japanese_restaurant,9568,5858,2021-08-08,https://en.wikipedia.org/wiki/Japanese_restaurant,15426.0
gregory90,Creating_legal_relations_in_English_law,5373,3887,2022-03-29,https://en.wikipedia.org/wiki/Creating_legal_relations_in_English_law,
nrobinson,Exelero,8702,7551,2025-06-08,https://en.wikipedia.org/wiki/Exelero,16253.0
daniel84,"Qila,_Hebron",5226,5594,2021-08-23,"https://en.wikipedia.org/wiki/Qila,_Hebron",10820.0
williamthompson,United_Nations_Security_Council_Resolution_592,5048,7368,2022-03-10,https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_592,12416.0
sarah24,Vysoke_Tatry_(town),3163,4307,2022-09-09,https://en.wikipedia.org/wiki/Vysoke_Tatry_(town),
peterkelley,Jason_Young,9231,4338,2022-08-17,https://en.wikipedia.org/wiki/Jason_Young,13569.0
brandi65,Mark_Stichbury,8116,2210,2023-03-08,https://en.wikipedia.org/wiki/Mark_Stichbury,10326.0
tony61,Chalmore_Hole,6137,6170,2022-02-22,https://en.wikipedia.org/wiki/Chalmore_Hole,12307.0
howard69,Natural_Debt_Limit,7855,9357,2024-01-28,,17212.0
katie70,McKinsey_and_Co.,3473,3600,2021-01-30,https://en.wikipedia.org/wiki/McKinsey_and_Co.,7073.0
taylorethan,Pantanassa_Monastery,7864,1311,2023-01-13,,9175.0
oliverjason,Ochodaeus_pollens,5553,9450,2023-10-19,https://en.wikipedia.org/wiki/Ochodaeus_pollens,
tmcclain,Murray_Lincoln_McFarlane,4082,3146,2023-07-27,https://en.wikipedia.org/wiki/Murray_Lincoln_McFarlane,7228.0
oliverryan,Sophie_haroutunian-gordon,3992,8218,2022-12-18,https://en.wikipedia.org/wiki/Sophie_haroutunian-gordon,12210.0
averyadam,Jacob_Gottfried_Weber,8403,1129,2025-07-08,https://en.wikipedia.org/wiki/Jacob_Gottfried_Weber,9532.0
robert07,United_states_government_agencies,3951,6088,2022-10-01,https://en.wikipedia.org/wiki/United_states_government_agencies,10039.0
allison61,General_Electric_F120,6909,3158,2025-01-02,https://en.wikipedia.org/wiki/General_Electric_F120,10067.0
jasonhurley,Geography_of_Guinea-Bissau,9243,4604,2024-11-02,https://en.wikipedia.org/wiki/Geography_of_Guinea-Bissau,13847.0
philliphodge,Norodom_Narindrapong,2367,3468,2023-01-08,https://en.wikipedia.org/wiki/Norodom_Narindrapong,5835.0
owhite,CooperVision,2645,6270,2022-06-13,https://en.wikipedia.org/wiki/CooperVision,
moorejames,Cultural_industry,9244,2011,2023-12-02,https://en.wikipedia.org/wiki/Cultural_industry,11255.0
hectorberry,M._pudica,2279,7382,2022-12-24,https://en.wikipedia.org/wiki/M._pudica,
nkaiser,Paul_Gallagher_(bishop),9227,7323,2022-03-17,https://en.wikipedia.org/wiki/Paul_Gallagher_(bishop),
johnsonmichael,National_Highway_235_(India),2477,6350,2025-04-16,https://en.wikipedia.org/wiki/National_Highway_235_(India),8827.0
richard57,Pietro_Colonna_Galatino,9191,9334,2024-05-31,https://en.wikipedia.org/wiki/Pietro_Colonna_Galatino,18525.0
julie57,Mark_Jones_(footballer_born_1966),4205,5385,2021-12-18,https://en.wikipedia.org/wiki/Mark_Jones_(footballer_born_1966),9590.0
roger03,Opiinae,2044,5904,2024-10-27,https://en.wikipedia.org/wiki/Opiinae,7948.0
fieldsrobert,Moritzplatz,7935,8154,2022-07-26,https://en.wikipedia.org/wiki/Moritzplatz,16089.0
ttyler,Sa-1_chip,3583,4953,2021-03-03,https://en.wikipedia.org/wiki/Sa-1_chip,8536.0
bgonzalez,Estonian_Self-Administration,8652,9984,2022-09-14,https://en.wikipedia.org/wiki/Estonian_Self-Administration,18636.0
lpalmer,"Bright_School,Vadodara",9117,5713,2024-10-08,,14830.0
johnsonandrea,Central_Asian_Military_District,7255,7692,2023-11-25,https://en.wikipedia.org/wiki/Central_Asian_Military_District,14947.0
goodchristopher,Innerthal_SZ,4878,8779,2025-08-10,https://en.wikipedia.org/wiki/Innerthal_SZ,13657.0
blankenshipelizabeth,"1st_General_Support_Aviation_Battalion,_111th_Aviation_Regiment",8739,1782,2025-01-07,"https://en.wikipedia.org/wiki/1st_General_Support_Aviation_Battalion,_111th_Aviation_Regiment",10521.0
vrandall,"Redbridge_Council_election,_1994",9589,2012,2022-05-18,"https://en.wikipedia.org/wiki/Redbridge_Council_election,_1994",
vanessamartin,MOC_(My_Own_Creation),8386,9606,2025-09-08,https://en.wikipedia.org/wiki/MOC_(My_Own_Creation),17992.0
alexandrialowery,George_Chambers_(New_York),2784,9128,2021-07-16,https://en.wikipedia.org/wiki/George_Chambers_(New_York),11912.0
rconner,Henkie,3041,7171,2023-06-28,https://en.wikipedia.org/wiki/Henkie,
jacqueline98,State_of_Trance,2706,3359,2023-06-17,,6065.0
barbarawheeler,Rick_di_Pietro,6488,6343,2022-08-02,https://en.wikipedia.org/wiki/Rick_di_Pietro,12831.0
sandrajohnson,SP12_Beat,4207,2700,2022-07-07,,6907.0
woodsstephanie,"Alturas,_CA",4642,1212,2021-07-12,"https://en.wikipedia.org/wiki/Alturas,_CA",
wangsandra,Kimberlee_Acquaro,2797,4094,2021-07-29,https://en.wikipedia.org/wiki/Kimberlee_Acquaro,6891.0
qpena,Roger_Award,2097,9757,2021-04-28,https://en.wikipedia.org/wiki/Roger_Award,
carolyn44,Bi_Anqi,7691,7861,2025-08-25,https://en.wikipedia.org/wiki/Bi_Anqi,15552.0
patricia38,Whispering,1236,5664,2021-06-19,https://en.wikipedia.org/wiki/Whispering,6900.0
courtney25,Richard_Laws,6557,1885,2021-08-04,https://en.wikipedia.org/wiki/Richard_Laws,8442.0
robertskevin,Tokunai,9357,8726,2023-12-11,https://en.wikipedia.org/wiki/Tokunai,18083.0
tmcdonald,Jeans_(surname),2978,4204,2021-05-07,,
frazieremma,Piz_la_Stretta,3950,9047,2023-09-20,https://en.wikipedia.org/wiki/Piz_la_Stretta,
crystal74,"Swiftwater,_PA",5808,4238,2023-01-30,"https://en.wikipedia.org/wiki/Swiftwater,_PA",10046.0
robertsmith,Metal_Gear_Solid:_The_Phantom_Pain,7750,6236,2021-01-10,https://en.wikipedia.org/wiki/Metal_Gear_Solid:_The_Phantom_Pain,13986.0
tmartin,Foot-pounds_force,7873,4983,2021-05-16,https://en.wikipedia.org/wiki/Foot-pounds_force,12856.0
fsalas,Mohammedan_Sporting_Club_(Bangladesh),3182,5748,2025-09-27,https://en.wikipedia.org/wiki/Mohammedan_Sporting_Club_(Bangladesh),8930.0
mathewssamuel,Tony_Norman_(American_football),2040,3927,2024-06-26,https://en.wikipedia.org/wiki/Tony_Norman_(American_football),
josephpayne,State_Route_67,4159,4647,2022-06-04,,8806.0
davidwilliams,List_of_Thomas_and_Friends_railway_engine_characters,5074,5287,2021-08-14,https://en.wikipedia.org/wiki/List_of_Thomas_and_Friends_railway_engine_characters,10361.0
butlerwilliam,Palestinian_rocket_attacks_on_Israel_in_2010,4710,3149,2021-09-17,https://en.wikipedia.org/wiki/Palestinian_rocket_attacks_on_Israel_in_2010,7859.0
ortegamichael,Future_markets,4056,1042,2025-03-19,https://en.wikipedia.org/wiki/Future_markets,5098.0
sanchezjose,Suzanne_Axell,2147,3158,2025-05-27,https://en.wikipedia.org/wiki/Suzanne_Axell,
brianna34,R72_road,9266,6036,2024-02-10,https://en.wikipedia.org/wiki/R72_road,15302.0
wangsandra,Vaid,5972,3894,2021-10-04,https://en.wikipedia.org/wiki/Vaid,9866.0
jmckenzie,Transformative-use_defense,2552,9714,2023-03-01,,12266.0
ojohnston,Arizona_cotton_rat,2687,3540,2021-01-30,https://en.wikipedia.org/wiki/Arizona_cotton_rat,
paige83,Baladites,6038,6769,2023-11-15,https://en.wikipedia.org/wiki/Baladites,12807.0
halldonald,Ljudemisl,7728,2719,2023-05-16,https://en.wikipedia.org/wiki/Ljudemisl,
allison61,May_1996,6577,7747,2022-03-03,https://en.wikipedia.org/wiki/May_1996,14324.0
richardleblanc,Grumman_F5F,8608,9619,2023-03-25,https://en.wikipedia.org/wiki/Grumman_F5F,
brandylopez,Sergej_Mironovic_Golovcenko,6572,2050,2021-01-31,,8622.0
wendymurray,1986_Bavarian_Tennis_Championships,8446,6590,2024-04-18,https://en.wikipedia.org/wiki/1986_Bavarian_Tennis_Championships,15036.0
kelly56,Hepatic_lobules,8033,1196,2021-07-29,https://en.wikipedia.org/wiki/Hepatic_lobules,9229.0
